Episode,Reward,Timesteps
82118,19.0,897824
82119,18.7,897832
82120,19.7,897835
82121,18.9,897846
82122,19.6,897850
82123,19.4,897856
82124,18.3,897863
82125,19.1,897872
82126,18.4,897888
82127,19.2,897896
82128,19.0,897906
82129,19.3,897913
82130,19.7,897916
82131,19.1,897925
82132,19.6,897929
82133,19.4,897935
82134,17.1,897944
82135,19.1,897953
82136,18.4,897969
82137,19.2,897977
82138,19.0,897987
82139,19.3,897994
82140,19.7,897997
82141,19.1,898006
82142,19.6,898010
82143,19.4,898016
82144,16.9,898027
82145,19.1,898036
82146,18.4,898052
82147,19.2,898060
82148,19.0,898070
82149,19.3,898077
82150,19.7,898080
82151,19.1,898089
82152,19.6,898093
82153,19.4,898099
82154,18.9,898105
82155,19.1,898114
82156,18.4,898130
82157,19.2,898138
82158,19.0,898148
82159,19.3,898155
82160,19.7,898158
82161,19.1,898167
82162,19.6,898171
82163,19.4,898177
82164,19.5,898182
82165,19.1,898191
82166,18.4,898207
82167,19.2,898215
82168,19.0,898225
82169,19.3,898232
82170,19.7,898235
82171,19.1,898244
82172,19.6,898248
82173,19.4,898254
82174,18.9,898260
82175,19.1,898269
82176,18.4,898285
82177,19.2,898293
82178,19.0,898303
82179,19.3,898310
82180,19.7,898313
82181,19.1,898322
82182,19.6,898326
82183,19.4,898332
82184,19.5,898337
82185,19.1,898346
82186,18.2,898364
82187,19.2,898372
82188,19.0,898382
82189,19.3,898389
82190,19.7,898392
82191,19.1,898401
82192,19.4,898407
82193,19.4,898413
82194,18.9,898419
82195,19.1,898428
82196,18.4,898444
82197,19.2,898452
82198,19.0,898462
82199,19.3,898469
82200,19.7,898472
82201,19.1,898481
82202,19.6,898485
82203,19.4,898491
82204,18.1,898500
82205,19.1,898509
82206,18.4,898525
82207,19.2,898533
82208,19.0,898543
82209,19.3,898550
82210,19.7,898553
82211,19.1,898562
82212,19.0,898567
82213,19.4,898573
82214,18.9,898579
82215,19.1,898588
82216,18.4,898604
82217,19.2,898612
82218,19.0,898622
82219,19.3,898629
82220,19.7,898632
82221,19.1,898641
82222,19.6,898645
82223,19.4,898651
82224,18.9,898657
82225,19.1,898666
82226,18.4,898682
82227,19.2,898690
82228,19.0,898700
82229,19.3,898707
82230,19.7,898710
82231,19.1,898719
82232,19.6,898723
82233,19.4,898729
82234,19.5,898734
82235,19.1,898743
82236,18.4,898759
82237,19.2,898767
82238,19.0,898777
82239,19.3,898784
82240,19.7,898787
82241,19.1,898796
82242,19.6,898800
82243,19.4,898806
82244,19.5,898811
82245,19.1,898820
82246,18.4,898836
82247,19.2,898844
82248,19.0,898854
82249,19.3,898861
82250,19.7,898864
82251,19.1,898873
82252,19.6,898877
82253,19.4,898883
82254,17.9,898894
82255,19.1,898903
82256,18.4,898919
82257,19.2,898927
82258,19.0,898937
82259,19.3,898944
82260,19.7,898947
82261,18.9,898958
82262,19.0,898963
82263,19.4,898969
82264,18.9,898975
82265,19.1,898984
82266,18.4,899000
82267,19.2,899008
82268,19.0,899018
82269,19.3,899025
82270,19.7,899028
82271,19.1,899037
82272,19.6,899041
82273,19.4,899047
82274,19.5,899052
82275,19.1,899061
82276,18.4,899077
82277,19.2,899085
82278,19.0,899095
82279,19.3,899102
82280,19.7,899105
82281,19.1,899114
82282,19.6,899118
82283,19.4,899124
82284,19.5,899129
82285,19.1,899138
82286,17.8,899155
82287,19.2,899163
82288,19.0,899173
82289,19.3,899180
82290,19.7,899183
82291,19.1,899192
82292,19.6,899196
82293,19.4,899202
82294,19.5,899207
82295,19.1,899216
82296,18.4,899232
82297,19.2,899240
82298,19.0,899250
82299,19.3,899257
82300,19.7,899260
82301,19.1,899269
82302,19.6,899273
82303,19.4,899279
82304,19.5,899284
82305,18.5,899294
82306,18.4,899310
82307,19.2,899318
82308,19.0,899328
82309,19.3,899335
82310,19.7,899338
82311,19.1,899347
82312,19.6,899351
82313,19.4,899357
82314,17.5,899367
82315,18.5,899377
82316,18.4,899393
82317,19.2,899401
82318,19.0,899411
82319,19.3,899418
82320,19.7,899421
82321,19.1,899430
82322,19.6,899434
82323,19.4,899440
82324,19.5,899445
82325,19.1,899454
82326,18.4,899470
82327,19.2,899478
82328,19.0,899488
82329,19.3,899495
82330,19.7,899498
82331,19.1,899507
82332,19.6,899511
82333,19.4,899517
82334,19.5,899522
82335,19.1,899531
82336,18.4,899547
82337,19.2,899555
82338,19.0,899565
82339,19.3,899572
82340,19.7,899575
82341,19.1,899584
82342,19.6,899588
82343,19.4,899594
82344,18.9,899600
82345,19.1,899609
82346,18.4,899625
82347,19.2,899633
82348,19.0,899643
82349,19.3,899650
82350,19.7,899653
82351,19.1,899662
82352,19.6,899666
82353,19.4,899672
82354,18.9,899678
82355,19.1,899687
82356,18.4,899703
82357,19.2,899711
82358,19.0,899721
82359,19.3,899728
82360,19.7,899731
82361,19.1,899740
82362,19.6,899744
82363,19.4,899750
82364,19.5,899755
82365,19.1,899764
82366,18.4,899780
82367,19.2,899788
82368,19.0,899798
82369,19.3,899805
82370,19.7,899808
82371,19.1,899817
82372,19.6,899821
82373,19.4,899827
82374,19.5,899832
82375,19.1,899841
82376,18.4,899857
82377,19.2,899865
82378,19.0,899875
82379,19.3,899882
82380,19.7,899885
82381,19.1,899894
82382,19.6,899898
82383,19.4,899904
82384,18.9,899910
82385,19.1,899919
82386,18.4,899935
82387,19.2,899943
82388,19.0,899953
82389,19.3,899960
82390,19.7,899963
82391,19.1,899972
82392,19.0,899977
82393,19.4,899983
82394,19.5,899988
82395,19.1,899997
82396,18.4,900013
82397,19.2,900021
82398,19.0,900031
82399,19.3,900038
82400,19.7,900041
82401,19.1,900050
82402,19.6,900054
82403,19.4,900060
82404,19.5,900065
82405,19.1,900074
82406,18.4,900090
82407,19.2,900098
82408,19.0,900108
82409,19.3,900115
82410,19.7,900118
82411,19.1,900127
82412,19.6,900131
82413,19.4,900137
82414,19.5,900142
82415,19.1,900151
82416,18.4,900167
82417,19.2,900175
82418,19.0,900185
82419,19.3,900192
82420,19.7,900195
82421,19.1,900204
82422,19.6,900208
82423,19.4,900214
82424,19.5,900219
82425,19.1,900228
82426,18.4,900244
82427,19.2,900252
82428,19.0,900262
82429,19.3,900269
82430,19.7,900272
82431,19.1,900281
82432,19.6,900285
82433,19.4,900291
82434,19.5,900296
82435,19.1,900305
82436,18.4,900321
82437,19.2,900329
82438,19.0,900339
82439,19.3,900346
82440,19.7,900349
82441,19.1,900358
82442,19.6,900362
82443,19.4,900368
82444,18.3,900375
82445,19.1,900384
82446,18.4,900400
82447,19.2,900408
82448,19.0,900418
82449,19.3,900425
82450,19.7,900428
82451,19.1,900437
82452,19.6,900441
82453,19.4,900447
82454,19.5,900452
82455,19.1,900461
82456,18.4,900477
82457,19.2,900485
82458,19.0,900495
82459,19.3,900502
82460,19.7,900505
82461,19.1,900514
82462,19.6,900518
82463,19.4,900524
82464,19.5,900529
82465,19.1,900538
82466,18.4,900554
82467,19.2,900562
82468,19.0,900572
82469,19.3,900579
82470,19.7,900582
82471,19.1,900591
82472,19.6,900595
82473,19.4,900601
82474,19.5,900606
82475,19.1,900615
82476,18.4,900631
82477,19.2,900639
82478,19.0,900649
82479,19.3,900656
82480,19.7,900659
82481,19.1,900668
82482,19.6,900672
82483,19.4,900678
82484,17.7,900686
82485,19.1,900695
82486,18.4,900711
82487,19.2,900719
82488,19.0,900729
82489,19.3,900736
82490,19.7,900739
82491,19.1,900748
82492,19.6,900752
82493,19.4,900758
82494,18.9,900764
82495,19.1,900773
82496,18.4,900789
82497,19.2,900797
82498,19.0,900807
82499,19.3,900814
82500,19.7,900817
82501,19.1,900826
82502,19.6,900830
82503,19.4,900836
82504,19.5,900841
82505,19.1,900850
82506,18.4,900866
82507,19.0,900876
82508,19.0,900886
82509,19.3,900893
82510,19.7,900896
82511,18.5,900906
82512,19.6,900910
82513,18.8,900917
82514,19.5,900922
82515,19.1,900931
82516,18.4,900947
82517,19.2,900955
82518,19.0,900965
82519,19.3,900972
82520,19.7,900975
82521,19.1,900984
82522,19.6,900988
82523,19.4,900994
82524,18.9,901000
82525,19.1,901009
82526,18.4,901025
82527,19.2,901033
82528,19.0,901043
82529,19.3,901050
82530,19.7,901053
82531,19.1,901062
82532,19.6,901066
82533,18.6,901075
82534,18.3,901082
82535,18.5,901092
82536,18.4,901108
82537,19.2,901116
82538,19.0,901126
82539,19.3,901133
82540,19.7,901136
82541,19.1,901145
82542,19.6,901149
82543,19.4,901155
82544,19.5,901160
82545,19.1,901169
82546,18.4,901185
82547,15.2,901233
82548,19.0,901243
82549,19.3,901250
82550,19.7,901253
82551,19.1,901262
82552,19.6,901266
82553,19.4,901272
82554,18.9,901278
82555,19.1,901287
82556,18.4,901303
82557,18.0,901323
82558,19.0,901333
82559,19.3,901340
82560,19.7,901343
82561,19.1,901352
82562,19.6,901356
82563,19.4,901362
82564,19.5,901367
82565,19.1,901376
82566,18.4,901392
82567,16.8,901424
82568,19.0,901434
82569,19.3,901441
82570,19.7,901444
82571,19.1,901453
82572,19.6,901457
82573,19.4,901463
82574,19.5,901468
82575,19.1,901477
82576,18.4,901493
82577,16.2,901531
82578,19.0,901541
82579,19.3,901548
82580,19.7,901551
82581,19.1,901560
82582,19.6,901564
82583,19.4,901570
82584,18.3,901577
82585,19.1,901586
82586,18.4,901602
82587,14.2,901660
82588,19.0,901670
82589,19.3,901677
82590,19.7,901680
82591,19.1,901689
82592,19.6,901693
82593,19.4,901699
82594,19.5,901704
82595,19.1,901713
82596,18.2,901731
82597,16.0,901771
82598,19.0,901781
82599,19.3,901788
82600,19.7,901791
82601,19.1,901800
82602,19.6,901804
82603,19.4,901810
82604,19.5,901815
82605,19.1,901824
82606,18.4,901840
82607,14.6,901894
82608,19.0,901904
82609,19.3,901911
82610,19.7,901914
82611,19.1,901923
82612,19.6,901927
82613,19.4,901933
82614,18.9,901939
82615,19.1,901948
82616,18.2,901966
82617,17.4,901992
82618,19.0,902002
82619,19.3,902009
82620,19.7,902012
82621,19.1,902021
82622,19.6,902025
82623,19.4,902031
82624,19.5,902036
82625,19.1,902045
82626,18.4,902061
82627,19.2,902069
82628,19.0,902079
82629,19.3,902086
82630,19.7,902089
82631,19.1,902098
82632,19.6,902102
82633,19.4,902108
82634,19.5,902113
82635,19.1,902122
82636,18.4,902138
82637,19.0,902148
82638,19.0,902158
82639,19.3,902165
82640,19.7,902168
82641,19.1,902177
82642,19.6,902181
82643,19.4,902187
82644,19.5,902192
82645,19.1,902201
82646,18.4,902217
82647,13.4,902283
82648,19.0,902293
82649,19.3,902300
82650,19.7,902303
82651,19.1,902312
82652,19.6,902316
82653,19.4,902322
82654,19.5,902327
82655,19.1,902336
82656,18.4,902352
82657,-1.6,902568
82658,19.0,902578
82659,19.3,902585
82660,19.7,902588
82661,19.1,902597
82662,19.6,902601
82663,19.4,902607
82664,18.3,902614
82665,19.1,902623
82666,18.4,902639
82667,18.2,902657
82668,19.0,902667
82669,19.3,902674
82670,19.7,902677
82671,19.1,902686
82672,19.6,902690
82673,19.4,902696
82674,18.3,902703
82675,19.1,902712
82676,18.4,902728
82677,13.8,902790
82678,19.0,902800
82679,19.3,902807
82680,19.7,902810
82681,19.1,902819
82682,19.6,902823
82683,19.4,902829
82684,19.5,902834
82685,19.1,902843
82686,18.4,902859
82687,19.2,902867
82688,19.0,902877
82689,19.3,902884
82690,19.7,902887
82691,19.1,902896
82692,19.6,902900
82693,19.4,902906
82694,19.5,902911
82695,19.1,902920
82696,18.4,902936
82697,17.2,902964
82698,19.0,902974
82699,19.3,902981
82700,19.7,902984
82701,19.1,902993
82702,19.6,902997
82703,19.4,903003
82704,19.5,903008
82705,19.1,903017
82706,18.4,903033
82707,17.0,903058
82708,19.0,903068
82709,19.3,903075
82710,19.7,903078
82711,19.1,903087
82712,19.6,903091
82713,19.4,903097
82714,19.5,903102
82715,19.1,903111
82716,18.4,903127
82717,11.6,903211
82718,19.0,903221
82719,19.3,903228
82720,19.7,903231
82721,19.1,903240
82722,19.6,903244
82723,19.4,903250
82724,19.5,903255
82725,19.1,903264
82726,18.4,903280
82727,19.2,903288
82728,19.0,903298
82729,19.3,903305
82730,19.7,903308
82731,19.1,903317
82732,19.6,903321
82733,19.4,903327
82734,19.5,903332
82735,19.1,903341
82736,18.2,903359
82737,17.2,903387
82738,19.0,903397
82739,19.3,903404
82740,19.7,903407
82741,19.1,903416
82742,19.6,903420
82743,19.4,903426
82744,18.9,903432
82745,19.1,903441
82746,18.4,903457
82747,19.0,903467
82748,19.0,903477
82749,19.3,903484
82750,19.7,903487
82751,19.1,903496
82752,19.6,903500
82753,19.4,903506
82754,18.9,903512
82755,19.1,903521
82756,18.4,903537
82757,16.6,903571
82758,19.0,903581
82759,19.3,903588
82760,19.7,903591
82761,19.1,903600
82762,19.6,903604
82763,19.4,903610
82764,19.5,903615
82765,19.1,903624
82766,18.4,903640
82767,17.6,903664
82768,19.0,903674
82769,19.3,903681
82770,19.7,903684
82771,19.1,903693
82772,19.6,903697
82773,19.4,903703
82774,19.5,903708
82775,19.1,903717
82776,18.4,903733
82777,17.8,903755
82778,19.0,903765
82779,19.3,903772
82780,19.7,903775
82781,19.1,903784
82782,19.6,903788
82783,19.4,903794
82784,19.5,903799
82785,19.1,903808
82786,18.4,903824
82787,19.0,903834
82788,19.0,903844
82789,19.3,903851
82790,19.7,903854
82791,19.1,903863
82792,19.6,903867
82793,19.4,903873
82794,19.5,903878
82795,19.1,903887
82796,18.0,903907
82797,19.0,903917
82798,19.0,903927
82799,19.3,903934
82800,19.7,903937
82801,19.1,903946
82802,19.6,903950
82803,19.4,903956
82804,18.9,903962
82805,19.1,903971
82806,18.4,903987
82807,17.8,904009
82808,19.0,904019
82809,19.3,904026
82810,19.7,904029
82811,19.1,904038
82812,19.6,904042
82813,19.4,904048
82814,18.9,904054
82815,19.1,904063
82816,18.4,904079
82817,18.4,904095
82818,19.0,904105
82819,19.3,904112
82820,19.7,904115
82821,19.1,904124
82822,19.6,904128
82823,19.4,904134
82824,19.3,904141
82825,19.1,904150
82826,18.4,904166
82827,19.2,904174
82828,19.0,904184
82829,19.3,904191
82830,19.7,904194
82831,19.1,904203
82832,19.6,904207
82833,19.4,904213
82834,18.9,904219
82835,19.1,904228
82836,18.4,904244
82837,18.8,904256
82838,19.0,904266
82839,19.3,904273
82840,19.7,904276
82841,19.1,904285
82842,19.6,904289
82843,19.4,904295
82844,19.5,904300
82845,19.1,904309
82846,18.4,904325
82847,16.4,904361
82848,19.0,904371
82849,19.3,904378
82850,19.7,904381
82851,19.1,904390
82852,19.6,904394
82853,19.4,904400
82854,18.9,904406
82855,19.1,904415
82856,18.4,904431
82857,19.2,904439
82858,19.0,904449
82859,19.3,904456
82860,19.7,904459
82861,19.1,904468
82862,19.6,904472
82863,19.4,904478
82864,19.5,904483
82865,19.1,904492
82866,17.8,904509
82867,17.8,904531
82868,18.4,904542
82869,19.3,904549
82870,19.7,904552
82871,19.1,904561
82872,19.6,904565
82873,19.4,904571
82874,19.5,904576
82875,19.1,904585
82876,18.4,904601
82877,18.6,904615
82878,19.0,904625
82879,19.3,904632
82880,19.7,904635
82881,19.1,904644
82882,19.6,904648
82883,19.4,904654
82884,19.5,904659
82885,19.1,904668
82886,18.4,904684
82887,14.8,904736
82888,19.0,904746
82889,19.3,904753
82890,19.7,904756
82891,19.1,904765
82892,19.6,904769
82893,19.4,904775
82894,17.7,904783
82895,19.1,904792
82896,18.2,904810
82897,18.8,904822
82898,19.0,904832
82899,19.3,904839
82900,19.7,904842
82901,19.1,904851
82902,19.6,904855
82903,19.4,904861
82904,19.5,904866
82905,19.1,904875
82906,18.4,904891
82907,18.6,904905
82908,19.0,904915
82909,19.3,904922
82910,19.7,904925
82911,19.1,904934
82912,19.6,904938
82913,19.4,904944
82914,18.3,904951
82915,19.1,904960
82916,18.4,904976
82917,17.8,904998
82918,19.0,905008
82919,19.3,905015
82920,19.7,905018
82921,19.1,905027
82922,19.6,905031
82923,19.4,905037
82924,19.5,905042
82925,19.1,905051
82926,18.4,905067
82927,16.6,905101
82928,19.0,905111
82929,19.3,905118
82930,19.7,905121
82931,19.1,905130
82932,19.6,905134
82933,19.4,905140
82934,19.5,905145
82935,19.1,905154
82936,18.4,905170
82937,18.6,905184
82938,19.0,905194
82939,19.3,905201
82940,19.7,905204
82941,19.1,905213
82942,19.6,905217
82943,19.4,905223
82944,19.5,905228
82945,19.1,905237
82946,18.4,905253
82947,19.0,905263
82948,19.0,905273
82949,19.3,905280
82950,19.7,905283
82951,19.1,905292
82952,19.6,905296
82953,19.4,905302
82954,19.5,905307
82955,19.1,905316
82956,18.4,905332
82957,17.4,905358
82958,19.0,905368
82959,19.3,905375
82960,19.7,905378
82961,19.1,905387
82962,19.6,905391
82963,19.4,905397
82964,19.5,905402
82965,19.1,905411
82966,18.4,905427
82967,13.4,905493
82968,19.0,905503
82969,19.3,905510
82970,19.7,905513
82971,19.1,905522
82972,19.6,905526
82973,19.4,905532
82974,19.5,905537
82975,19.1,905546
82976,18.4,905562
82977,16.8,905594
82978,19.0,905604
82979,19.3,905611
82980,19.7,905614
82981,19.1,905623
82982,19.6,905627
82983,19.4,905633
82984,18.9,905639
82985,19.1,905648
82986,18.4,905664
82987,18.0,905684
82988,19.0,905694
82989,19.3,905701
82990,19.7,905704
82991,19.1,905713
82992,19.6,905717
82993,19.4,905723
82994,19.5,905728
82995,19.1,905737
82996,18.4,905753
82997,18.4,905769
82998,19.0,905779
82999,19.3,905786
83000,19.7,905789
83001,19.1,905798
83002,19.6,905802
83003,19.4,905808
83004,19.5,905813
83005,19.1,905822
83006,18.4,905838
83007,17.8,905860
83008,19.0,905870
83009,19.3,905877
83010,19.7,905880
83011,19.1,905889
83012,19.6,905893
83013,19.4,905899
83014,19.5,905904
83015,19.1,905913
83016,18.4,905929
83017,16.6,905963
83018,19.0,905973
83019,19.3,905980
83020,19.7,905983
83021,19.1,905992
83022,19.6,905996
83023,19.4,906002
83024,19.5,906007
83025,19.1,906016
83026,18.4,906032
83027,19.0,906042
83028,19.0,906052
83029,19.3,906059
83030,19.7,906062
83031,19.1,906071
83032,19.6,906075
83033,19.4,906081
83034,19.5,906086
83035,19.1,906095
83036,18.4,906111
83037,19.0,906121
83038,19.0,906131
83039,19.3,906138
83040,19.7,906141
83041,19.1,906150
83042,19.6,906154
83043,19.4,906160
83044,19.5,906165
83045,19.1,906174
83046,18.4,906190
83047,18.4,906206
83048,19.0,906216
83049,19.3,906223
83050,19.7,906226
83051,19.1,906235
83052,19.6,906239
83053,19.4,906245
83054,19.5,906250
83055,19.1,906259
83056,18.4,906275
83057,18.8,906287
83058,19.0,906297
83059,19.3,906304
83060,19.7,906307
83061,19.1,906316
83062,19.6,906320
83063,19.4,906326
83064,18.9,906332
83065,19.1,906341
83066,18.4,906357
83067,18.0,906377
83068,19.0,906387
83069,19.3,906394
83070,19.7,906397
83071,19.1,906406
83072,19.6,906410
83073,19.4,906416
83074,19.5,906421
83075,19.1,906430
83076,18.4,906446
83077,18.0,906466
83078,19.0,906476
83079,19.3,906483
83080,19.7,906486
83081,19.1,906495
83082,19.6,906499
83083,19.4,906505
83084,19.5,906510
83085,19.1,906519
83086,18.4,906535
83087,17.6,906559
83088,19.0,906569
83089,19.3,906576
83090,19.7,906579
83091,19.1,906588
83092,19.6,906592
83093,19.4,906598
83094,19.5,906603
83095,19.1,906612
83096,18.4,906628
83097,18.2,906646
83098,19.0,906656
83099,19.3,906663
83100,19.7,906666
83101,19.1,906675
83102,19.6,906679
83103,19.4,906685
83104,19.5,906690
83105,19.1,906699
83106,18.4,906715
83107,18.0,906735
83108,19.0,906745
83109,19.3,906752
83110,19.7,906755
83111,19.1,906764
83112,19.6,906768
83113,19.4,906774
83114,19.5,906779
83115,19.1,906788
83116,18.4,906804
83117,16.0,906844
83118,19.0,906854
83119,19.3,906861
83120,19.7,906864
83121,19.1,906873
83122,19.4,906879
83123,19.4,906885
83124,19.5,906890
83125,19.1,906899
83126,18.2,906917
83127,18.8,906929
83128,19.0,906939
83129,19.3,906946
83130,19.7,906949
83131,19.1,906958
83132,19.6,906962
83133,19.4,906968
83134,19.5,906973
83135,19.1,906982
83136,18.4,906998
83137,17.6,907022
83138,19.0,907032
83139,19.3,907039
83140,19.7,907042
83141,19.1,907051
83142,19.6,907055
83143,19.4,907061
83144,19.5,907066
83145,19.1,907075
83146,18.4,907091
83147,18.8,907103
83148,19.0,907113
83149,19.3,907120
83150,19.7,907123
83151,19.1,907132
83152,19.6,907136
83153,19.4,907142
83154,18.9,907148
83155,19.1,907157
83156,18.4,907173
83157,17.6,907197
83158,19.0,907207
83159,19.3,907214
83160,19.7,907217
83161,19.1,907226
83162,19.6,907230
83163,19.4,907236
83164,19.5,907241
83165,19.1,907250
83166,18.4,907266
83167,19.2,907274
83168,19.0,907284
83169,19.3,907291
83170,19.7,907294
83171,19.1,907303
83172,19.6,907307
83173,19.4,907313
83174,19.5,907318
83175,19.1,907327
83176,18.4,907343
83177,19.2,907351
83178,19.0,907361
83179,19.3,907368
83180,19.7,907371
83181,19.1,907380
83182,19.6,907384
83183,19.4,907390
83184,19.5,907395
83185,19.1,907404
83186,18.4,907420
83187,19.2,907428
83188,19.0,907438
83189,19.3,907445
83190,19.7,907448
83191,19.1,907457
83192,19.6,907461
83193,19.4,907467
83194,19.5,907472
83195,19.1,907481
83196,18.4,907497
83197,19.0,907507
83198,19.0,907517
83199,19.3,907524
83200,19.7,907527
83201,19.1,907536
83202,19.6,907540
83203,19.4,907546
83204,19.3,907553
83205,19.1,907562
83206,18.4,907578
83207,18.6,907592
83208,19.0,907602
83209,19.3,907609
83210,19.7,907612
83211,19.1,907621
83212,19.6,907625
83213,19.4,907631
83214,19.5,907636
83215,19.1,907645
83216,18.4,907661
83217,19.2,907669
83218,19.0,907679
83219,19.3,907686
83220,19.7,907689
83221,19.1,907698
83222,19.6,907702
83223,19.4,907708
83224,19.5,907713
83225,19.1,907722
83226,18.4,907738
83227,19.0,907748
83228,19.0,907758
83229,19.3,907765
83230,19.7,907768
83231,19.1,907777
83232,19.6,907781
83233,19.4,907787
83234,19.5,907792
83235,19.1,907801
83236,18.4,907817
83237,19.2,907825
83238,19.0,907835
83239,19.3,907842
83240,19.7,907845
83241,19.1,907854
83242,19.6,907858
83243,19.4,907864
83244,19.3,907871
83245,19.1,907880
83246,18.4,907896
83247,19.2,907904
83248,19.0,907914
83249,19.3,907921
83250,19.7,907924
83251,19.1,907933
83252,19.6,907937
83253,19.4,907943
83254,19.5,907948
83255,19.1,907957
83256,18.2,907975
83257,19.2,907983
83258,19.0,907993
83259,19.3,908000
83260,19.7,908003
83261,19.1,908012
83262,19.6,908016
83263,19.4,908022
83264,19.5,908027
83265,19.1,908036
83266,18.4,908052
83267,18.8,908064
83268,19.0,908074
83269,19.3,908081
83270,19.7,908084
83271,19.1,908093
83272,19.6,908097
83273,19.4,908103
83274,19.5,908108
83275,19.1,908117
83276,18.4,908133
83277,19.2,908141
83278,19.0,908151
83279,19.3,908158
83280,19.7,908161
83281,19.1,908170
83282,19.6,908174
83283,19.4,908180
83284,19.5,908185
83285,19.1,908194
83286,18.4,908210
83287,16.6,908244
83288,19.0,908254
83289,19.3,908261
83290,19.7,908264
83291,19.1,908273
83292,19.6,908277
83293,19.4,908283
83294,19.5,908288
83295,19.1,908297
83296,18.4,908313
83297,18.6,908327
83298,19.0,908337
83299,19.3,908344
83300,19.7,908347
83301,19.1,908356
83302,19.6,908360
83303,19.4,908366
83304,19.5,908371
83305,19.1,908380
83306,18.4,908396
83307,18.8,908408
83308,19.0,908418
83309,19.3,908425
83310,19.7,908428
83311,19.1,908437
83312,19.6,908441
83313,19.4,908447
83314,19.5,908452
83315,19.1,908461
83316,18.4,908477
83317,18.8,908489
83318,19.0,908499
83319,19.3,908506
83320,19.7,908509
83321,19.1,908518
83322,19.6,908522
83323,19.4,908528
83324,19.5,908533
83325,19.1,908542
83326,18.4,908558
83327,19.0,908568
83328,19.0,908578
83329,19.3,908585
83330,19.7,908588
83331,19.1,908597
83332,19.6,908601
83333,19.4,908607
83334,19.5,908612
83335,19.1,908621
83336,18.4,908637
83337,19.0,908647
83338,18.8,908659
83339,19.3,908666
83340,19.7,908669
83341,19.1,908678
83342,19.6,908682
83343,19.4,908688
83344,19.5,908693
83345,19.1,908702
83346,18.4,908718
83347,19.2,908726
83348,19.0,908736
83349,19.3,908743
83350,19.7,908746
83351,19.1,908755
83352,19.6,908759
83353,19.4,908765
83354,19.5,908770
83355,19.1,908779
83356,18.4,908795
83357,18.8,908807
83358,19.0,908817
83359,19.3,908824
83360,19.7,908827
83361,19.1,908836
83362,19.6,908840
83363,19.4,908846
83364,19.5,908851
83365,19.1,908860
83366,18.4,908876
83367,18.2,908894
83368,19.0,908904
83369,19.3,908911
83370,19.7,908914
83371,19.1,908923
83372,19.6,908927
83373,19.4,908933
83374,19.5,908938
83375,19.1,908947
83376,18.4,908963
83377,18.4,908979
83378,19.0,908989
83379,19.3,908996
83380,19.7,908999
83381,19.1,909008
83382,19.6,909012
83383,19.4,909018
83384,19.5,909023
83385,18.5,909033
83386,18.4,909049
83387,19.2,909057
83388,19.0,909067
83389,19.3,909074
83390,19.7,909077
83391,19.1,909086
83392,19.6,909090
83393,19.4,909096
83394,19.5,909101
83395,19.1,909110
83396,18.4,909126
83397,18.8,909138
83398,19.0,909148
83399,19.1,909157
83400,19.7,909160
83401,19.1,909169
83402,19.6,909173
83403,19.4,909179
83404,18.9,909185
83405,19.1,909194
83406,18.4,909210
83407,16.2,909248
83408,19.0,909258
83409,19.3,909265
83410,19.7,909268
83411,19.1,909277
83412,19.6,909281
83413,19.4,909287
83414,19.5,909292
83415,19.1,909301
83416,18.4,909317
83417,19.0,909327
83418,19.0,909337
83419,19.3,909344
83420,19.7,909347
83421,19.1,909356
83422,19.6,909360
83423,19.4,909366
83424,19.5,909371
83425,19.1,909380
83426,18.4,909396
83427,19.2,909404
83428,19.0,909414
83429,19.3,909421
83430,19.7,909424
83431,19.1,909433
83432,19.6,909437
83433,19.4,909443
83434,19.5,909448
83435,19.1,909457
83436,18.4,909473
83437,19.2,909481
83438,19.0,909491
83439,19.3,909498
83440,19.7,909501
83441,19.1,909510
83442,19.6,909514
83443,19.4,909520
83444,19.5,909525
83445,19.1,909534
83446,18.4,909550
83447,19.2,909558
83448,19.0,909568
83449,19.3,909575
83450,19.7,909578
83451,19.1,909587
83452,19.6,909591
83453,19.4,909597
83454,19.5,909602
83455,19.1,909611
83456,18.4,909627
83457,18.6,909641
83458,19.0,909651
83459,19.3,909658
83460,19.7,909661
83461,19.1,909670
83462,19.6,909674
83463,19.4,909680
83464,19.5,909685
83465,19.1,909694
83466,18.4,909710
83467,19.2,909718
83468,19.0,909728
83469,19.3,909735
83470,19.7,909738
83471,19.1,909747
83472,19.6,909751
83473,19.4,909757
83474,19.5,909762
83475,19.1,909771
83476,18.4,909787
83477,19.2,909795
83478,19.0,909805
83479,19.3,909812
83480,19.7,909815
83481,19.1,909824
83482,19.6,909828
83483,19.4,909834
83484,19.5,909839
83485,19.1,909848
83486,18.4,909864
83487,19.0,909874
83488,19.0,909884
83489,19.3,909891
83490,19.7,909894
83491,19.1,909903
83492,19.6,909907
83493,19.4,909913
83494,19.5,909918
83495,19.1,909927
83496,18.4,909943
83497,19.2,909951
83498,19.0,909961
83499,19.3,909968
83500,19.7,909971
83501,19.1,909980
83502,19.6,909984
83503,19.4,909990
83504,19.5,909995
83505,19.1,910004
83506,18.4,910020
83507,19.2,910028
83508,19.0,910038
83509,19.3,910045
83510,19.7,910048
83511,19.1,910057
83512,19.6,910061
83513,19.4,910067
83514,19.5,910072
83515,19.1,910081
